genus,primary_lifestyle,ectomycorrhiza_exploration_type,ectomycorrhiza_lineage
Triplosphaeria,litter_saprotroph,,
Cycasicola,litter_saprotroph,,
Parathyridaria,litter_saprotroph,,
Thyridaria,litter_saprotroph,,
Thyridariella,litter_saprotroph,,
Dendryphion,plant_pathogen,,
Neotorula,litter_saprotroph,,
Rostriconidium,litter_saprotroph,,
Rutola,litter_saprotroph,,
Sporidesmioides,litter_saprotroph,,
Torula,foliar_endophyte,,
Bryosphaeria,litter_saprotroph,,
Emarellia,animal_parasite,,
Falciformispora,wood_saprotroph,,
Hadrospora,wood_saprotroph,,
Halomassarina,wood_saprotroph,,
Trematosphaeria,wood_saprotroph,,
Tzeanania,mycoparasite,,
Wicklowia,wood_saprotroph,,
Asterodiscus,litter_saprotroph,,
Stigmatodiscus,wood_saprotroph,,
Phyllobathelium,lichenized,,
Flavobathelium,lichenized,,
Oletheriostrigula,litter_saprotroph,,
Strigula,lichenized,,
Superstratomyces,wood_saprotroph,,
Zeloasperisporium,plant_pathogen,,
Clypeococcum,lichen_parasite,,
Polycoccum,lichen_parasite,,
Alloarthopyrenia,litter_saprotroph,,
Aptrootia,lichenized,,
Architrypethelium,lichenized,,
Astrothelium,lichenized,,
Bathelium,lichenized,,
Bogoriella,lichenized,,
Campylothelium,lichenized,,
Constrictolumina,litter_saprotroph,,
Cryptothelium,lichenized,,
Dictyomeridium,lichen_parasite,,
Distothelia,lichenized,,
Laurera,lichenized,,
Marcelaria,lichenized,,
Mycomicrothelia,wood_saprotroph,,
Nigrovothelium,lichenized,,
Novomicrothelia,litter_saprotroph,,
Polymeridium,lichenized,,
Polypyrenula,lichenized,,
Pseudopyrenula,lichenized,,
Trypethelium,lichenized,,
Viridothelium,lichenized,,
Bezerromyces,foliar_endophyte,,
Xiliomyces,foliar_endophyte,,
Acanthohelicospora,wood_saprotroph,,
Acanthophiobolus,wood_saprotroph,,
Acanthostigma,wood_saprotroph,,
Acanthostigmina,wood_saprotroph,,
Acanthotubeufia,wood_saprotroph,,
Aquaphila,wood_saprotroph,,
Berkleasmium,wood_saprotroph,,
Bifrontia,wood_saprotroph,,
Boerlagiomyces,wood_saprotroph,,
Chaetosphaerulina,wood_saprotroph,,
Chlamydotubeufia,wood_saprotroph,,
Dematiohelicoma,wood_saprotroph,,
Dematiohelicomyces,wood_saprotroph,,
Dematiohelicosporum,wood_saprotroph,,
Dematiotubeufia,wood_saprotroph,,
Dictyospora,wood_saprotroph,,
Helicangiospora,wood_saprotroph,,
Helicoarctatus,wood_saprotroph,,
Helicodochium,wood_saprotroph,,
Helicohyalinum,wood_saprotroph,,
Helicoma,wood_saprotroph,,
Helicomyces,wood_saprotroph,,
Helicosporium,wood_saprotroph,,
Helicotruncatum,wood_saprotroph,,
Helicotubeufia,wood_saprotroph,,
Kamalomyces,wood_saprotroph,,
Lichenotubeufia,lichen_parasite,,
Manoharachariella,wood_saprotroph,,
Moorella,wood_saprotroph,,
Muripulchra,wood_saprotroph,,
Neoacanthostigma,wood_saprotroph,,
Neochlamydotubeufia,wood_saprotroph,,
Neohelicoma,wood_saprotroph,,
Neohelicomyces,wood_saprotroph,,
Neohelicosporium,wood_saprotroph,,
Neotubeufia,wood_saprotroph,,
Pleurohelicosporium,wood_saprotroph,,
Podonectria,animal_parasite,,
Pseudohelicomyces,wood_saprotroph,,
Pseudohelicoon,wood_saprotroph,,
Tamhinispora,wood_saprotroph,,
Thaxteriella,wood_saprotroph,,
Thaxteriellopsis,wood_saprotroph,,
Tubeufia,wood_saprotroph,,
Xenosporium,litter_saprotroph,,
Neorhamphoria,litter_saprotroph,,
Parawiesneriomyces,plant_pathogen,,
Phalangispora,litter_saprotroph,,
Pseudogliophragma,wood_saprotroph,,
Setosynnema,,,
Spissiomyces,unspecified_saprotroph,,
Wiesneriomyces,foliar_endophyte,,
Bambusaria,litter_saprotroph,,
Myrmaecium,wood_saprotroph,,
Valsaria,wood_saprotroph,,
Acroconidiellina,litter_saprotroph,,
Clavatispora,wood_saprotroph,,
Fusicladium,plant_pathogen,,
Matsushimaea,litter_saprotroph,,
Melnikomyces,litter_saprotroph,,
Mycosisymbrium,litter_saprotroph,,
Ochroconis,animal_parasite,,
Pleurotheciopsis,,,
Pseudosigmoidea,soil_saprotroph,,
Scolecobasidiella,soil_saprotroph,,
Scolecobasidium,animal_parasite,,
Sympoventuria,litter_saprotroph,,
Tetracoccosporium,dung_saprotroph,,
Troposporella,wood_saprotroph,,
Veronaeopsis,litter_saprotroph,,
Verruconis,animal_parasite,,
Apiosporina,plant_pathogen,,
Atopospora,plant_pathogen,,
Caproventuria,plant_pathogen,,
Coleroa,plant_pathogen,,
Cylindrosympodium,plant_pathogen,,
Gibbera,plant_pathogen,,
Magnohelicospora,litter_saprotroph,,
Metacoleroa,plant_pathogen,,
Protoventuria,plant_pathogen,,
Pseudoanungitea,wood_saprotroph,,
Pseudoparodiella,plant_pathogen,,
Spilocaea,plant_pathogen,,
Spilodochium,plant_pathogen,,
Tothia,wood_saprotroph,,
Tyrannosorus,wood_saprotroph,,
Venturia,plant_pathogen,,
Yunnanomyces,litter_saprotroph,,
Cylindrosympodioides,epiphyte,,
Lasiobotrys,plant_pathogen,,
Arachnomyces,animal_parasite,,
Onychocola,animal_parasite,,
Actinocymbe,sooty_mold,,
Aithaloderma,epiphyte,,
Aphanophora,foliar_endophyte,,
Arthrophiala,plant_pathogen,,
Camptophora,epiphyte,,
Ceramothyrium,litter_saprotroph,,
Ceratocarpia,plant_pathogen,,
Chaetothyriomyces,plant_pathogen,,
Chaetothyrium,sooty_mold,,
Cyphellophoriella,epiphyte,,
Euceramia,sooty_mold,,
Fumagopsis,epiphyte,,
Microcallis,sooty_mold,,
Nullicamyces,litter_saprotroph,,
Phaeosaccardinula,sooty_mold,,
Stanhughesia,litter_saprotroph,,
Treubiomyces,sooty_mold,,
Vonarxia,litter_saprotroph,,
Yatesula,sooty_mold,,
Atrokylindriopsis,wood_saprotroph,,
Bacillicladium,unspecified_saprotroph,,
Bahusakala,litter_saprotroph,,
Ceratosporella,litter_saprotroph,,
Hyalocladosporiella,plant_pathogen,,
Leptomeliola,plant_pathogen,,
Lichenodiplis,lichen_parasite,,
Lichenodiplisiella,lichen_parasite,,
Minutoexcipula,lichen_parasite,,
Muellerella,lichen_parasite,,
Phaeoannellomyces,unspecified_saprotroph,,
Phaeococcus,unspecified_saprotroph,,
Pleostigma,,,
Sarcinomyces,foliar_endophyte,,
Stachybotryna,litter_saprotroph,,
Uncispora,litter_saprotroph,,
Xenobotrytis,litter_saprotroph,,
Coccodinium,plant_pathogen,,
Dennisiella,plant_pathogen,,
Limacinula,plant_pathogen,,
Microxiphium,sooty_mold,,
Anthopsis,soil_saprotroph,,
Cyphellophora,litter_saprotroph,,
Paracostantinella,litter_saprotroph,,
Epibryon,plant_pathogen,,
Aculeata,wood_saprotroph,,
Alysidiella,plant_pathogen,,
Berlesiella,mycoparasite,,
Brycekendrickomyces,plant_pathogen,,
Capronia,soil_saprotroph,,
Cladophialophora,soil_saprotroph,,
Coniosporium,plant_pathogen,,
Digitopodium,,,
Exophiala,animal_parasite,,
Fonsecaea,soil_saprotroph,,
Marinophialophora,mycoparasite,,
Melanchlenus,unspecified_saprotroph,,
Melanoctona,wood_saprotroph,,
Metulocladosporiella,plant_pathogen,,
Minimelanolocus,wood_saprotroph,,
Phialophora,litter_saprotroph,,
Pleomelogramma,unspecified_saprotroph,,
Pseudocladosporium,plant_pathogen,,
Rhinocladiella,soil_saprotroph,,
Sorocybe,unspecified_saprotroph,,
Thysanorea,wood_saprotroph,,
Veronaea,plant_pathogen,,
Xylohypha,wood_saprotroph,,
Lyromma,lichenized,,
Microtheliopsis,lichenized,,
Paracladophialophora,plant_pathogen,,
Neophaeococcomyces,plant_pathogen,,
Pyrenothrix,lichenized,,
Alatosessilispora,epiphyte,,
Anthracinomyces,,,
Arthrocladium,soil_saprotroph,,
Bradymyces,unspecified_saprotroph,,
Geminoarcus,,,
Knufia,soil_saprotroph,,
Lithohypha,unspecified_saprotroph,,
Lithophila,unspecified_saprotroph,,
Neostrelitziana,plant_pathogen,,
Strelitziana,plant_pathogen,,
Trichomerium,foliar_endophyte,,
Caliciopsis,plant_pathogen,,
Corynelia,plant_pathogen,,
Coryneliopsis,plant_pathogen,,
Coryneliospora,plant_pathogen,,
Fitzpatrickella,plant_pathogen,,
Lagenulopsis,plant_pathogen,,
Tripospora,plant_pathogen,,
Eremascus,unspecified_saprotroph,,
Aspergillago,unspecified_saprotroph,,
Aspergillus,unspecified_saprotroph,,
Chaetosartorya,unspecified_saprotroph,,
Chromocleista,unspecified_saprotroph,,
Cristaspora,soil_saprotroph,,
Dichlaena,litter_saprotroph,,
Dichotomomyces,unspecified_saprotroph,,
Edyuillia,unspecified_saprotroph,,
Eladia,unspecified_saprotroph,,
Emericella,unspecified_saprotroph,,
Eurotium,litter_saprotroph,,
Hamigera,unspecified_saprotroph,,
Heterocephalum,,,
Leiothecium,soil_saprotroph,,
Merimbla,soil_saprotroph,,
Monascus,unspecified_saprotroph,,
Neocarpenteles,unspecified_saprotroph,,
Neopetromyces,unspecified_saprotroph,,
Neosartorya,unspecified_saprotroph,,
Penicilliopsis,litter_saprotroph,,
Penicillium,unspecified_saprotroph,,
Phialomyces,mycoparasite,,
Phialosimplex,unspecified_saprotroph,,
Polypaecilum,unspecified_saprotroph,,
Sclerocleista,unspecified_saprotroph,,
Thysanophora,litter_saprotroph,,
Warcupiella,unspecified_saprotroph,,
Xerochrysium,soil_saprotroph,,
Xeromyces,soil_saprotroph,,
Elaphomyces,ectomycorrhizal,short-distance_delicate,/elaphomyces
Pseudotulostoma,ectomycorrhizal,short-distance_delicate,/elaphomyces
Byssochlamys,unspecified_saprotroph,,
Paecilomyces,foliar_endophyte,,
Thermoascus,soil_saprotroph,,
Chaetotheca,unspecified_saprotroph,,
Dendrosphaera,unspecified_saprotroph,,
Erythrogymnotheca,unspecified_saprotroph,,
Fennellia,unspecified_saprotroph,,
Hemicarpenteles,unspecified_saprotroph,,
Rasamsonia,soil_saprotroph,,
Sagenoma,unspecified_saprotroph,,
Sagenomella,unspecified_saprotroph,,
Talaromyces,unspecified_saprotroph,,
Thermomyces,soil_saprotroph,,
Trichocoma,soil_saprotroph,,
Azureothecium,soil_saprotroph,,
Pisomyxa,unspecified_saprotroph,,
Samarospora,plant_pathogen,,
Veronaia,unspecified_saprotroph,,
Rhynchomeliola,lichen_parasite,,
Rhynchostoma,litter_saprotroph,,
Brunneocarpos,unspecified_saprotroph,,
Chaenothecopsis,unspecified_saprotroph,,
Mycocalicium,unspecified_saprotroph,,
Phaeocalicium,wood_saprotroph,,
Pyrgidium,lichenized,,
Sphinctrina,lichen_parasite,,
Stenocybe,wood_saprotroph,,
Oosporidium,unspecified_saprotroph,,
Blastomyces,animal_parasite,,
Emergomyces,soil_saprotroph,,
Emmonsia,soil_saprotroph,,
Emmonsiella,animal_parasite,,
Emmonsiellopsis,soil_saprotroph,,
Helicocarpus,animal_parasite,,
Histoplasma,animal_parasite,,
Lacazia,animal_parasite,,
Paracoccidioides,animal_parasite,,
Arthroderma,animal_parasite,,
Ctenomyces,dung_saprotroph,,
Epidermophyton,animal_parasite,,
Guarromyces,soil_saprotroph,,
Keratinomyces,unspecified_saprotroph,,
Lophophyton,animal_parasite,,
Microsporum,animal_parasite,,
Nannizzia,soil_saprotroph,,
Paraphyton,soil_saprotroph,,
Shanorella,soil_saprotroph,,
Trichophyton,animal_parasite,,
Arrhenosphaera,animal_parasite,,
Ascosphaera,animal_parasite,,
Aciascus,soil_saprotroph,,
Amaurascopsis,soil_saprotroph,,
Arachniotus,soil_saprotroph,,
Gymnascella,soil_saprotroph,,
Gymnoascoideus,soil_saprotroph,,
Gymnoascus,soil_saprotroph,,
Kraurogymnocarpa,soil_saprotroph,,
Mallochia,soil_saprotroph,,
Oncocladium,soil_saprotroph,,
Orromyces,soil_saprotroph,,
Rollandina,animal_parasite,,
Sporendonema,unspecified_saprotroph,,
Nannizziopsis,animal_parasite,,
Amauroascus,soil_saprotroph,,
Aphanoascella,animal_parasite,,
Aphanoascus,soil_saprotroph,,
Apinisia,litter_saprotroph,,
Arachnotheca,dung_saprotroph,,
Ascocalvatia,soil_saprotroph,,
Auxarthron,soil_saprotroph,,
Auxarthronopsis,soil_saprotroph,,
Bifidocarpus,soil_saprotroph,,
Byssoonygena,soil_saprotroph,,
Castanedomyces,soil_saprotroph,,
Chlamydosauromyces,animal_parasite,,
Chrysosporium,wood_saprotroph,,
Coccidioides,soil_saprotroph,,
Kuehniella,unspecified_saprotroph,,
Leucothecium,soil_saprotroph,,
Malbranchea,soil_saprotroph,,
Myotisia,unspecified_saprotroph,,
Myriodontium,soil_saprotroph,,
Neoarachnotheca,soil_saprotroph,,
Neogymnomyces,dung_saprotroph,,
Onygena,soil_saprotroph,,
Ophidiomyces,animal_parasite,,
Paranannizziopsis,animal_parasite,,
Pectinotrichum,soil_saprotroph,,
Polytolypa,soil_saprotroph,,
Pseudoamauroascus,soil_saprotroph,,
Renispora,soil_saprotroph,,
Testudomyces,soil_saprotroph,,
Uncinocarpus,soil_saprotroph,,
Xanthothecium,soil_saprotroph,,
Arthropsis,animal_parasite,,
Diploospora,unspecified_saprotroph,,
Harorepupu,unspecified_saprotroph,,
Ovadendron,soil_saprotroph,,
Sphaerosporium,soil_saprotroph,,
Pseudospiromastix,soil_saprotroph,,
Sigleria,soil_saprotroph,,
Spiromastigoides,soil_saprotroph,,
Spiromastix,soil_saprotroph,,
Aequabiliella,plant_pathogen,,
Celerioriella,plant_pathogen,,
Celothelium,lichenized,,
Minutiella,plant_pathogen,,
Moristroma,plant_pathogen,,
Neophaeomoniella,plant_pathogen,,
Paraphaeomoniella,plant_pathogen,,
Phaeomoniella,plant_pathogen,,
Pseudophaeomoniella,plant_pathogen,,
Xenocylindrosporium,plant_pathogen,,
Dolabra,plant_pathogen,,
Paraphaeoisaria,,,
Anthracothecium,lichenized,,
Blastodesmia,lichenized,,
Clypeopyrenis,lichenized,,
Distopyrenis,unspecified_saprotroph,,
Granulopyrenis,lichenized,,
Lithothelium,lichenized,,
Mazaediothecium,lichenized,,
Pyrenographa,unspecified_saprotroph,,
Pyrenowilmsia,lichenized,,
Pyrenula,lichenized,,
Pyrgillus,lichenized,,
Sulcopyrenula,lichenized,,
Rhaphidicyrtis,plant_pathogen,,
Xenus,plant_pathogen,,
Cylindroconidiis,unspecified_saprotroph,,
Dactylospora,lichen_parasite,,
Fusichalara,wood_saprotroph,,
Longimultiseptata,,,
Rhopalophora,,,
Sclerococcum,lichen_parasite,,
Adelococcus,lichen_parasite,,
Sagediopsis,lichen_parasite,,
Sarcopyrenia,lichen_parasite,,
Agonimia,lichenized,,
Anthracocarpon,lichenized,,
Atla,lichenized,,
Awasthiella,lichenized,,
Bagliettoa,lichenized,,
Bellemerella,lichen_parasite,,
Catapyrenium,lichenized,,
Clauzadella,lichen_parasite,,
Clavascidium,lichenized,,
Dermatocarpon,lichenized,,
Endocarpon,lichenized,,
Flakea,lichenized,,
Glomerilla,lichenized,,
Haleomyces,lichen_parasite,,
Halospora,lichen_parasite,,
Henrica,lichenized,,
Heterocarpon,lichenized,,
Heteroplacidium,lichenized,,
Hydropunctaria,lichenized,,
Involucropyrenium,lichenized,,
Mastodia,algal_parasite,,
Moriola,lichenized,,
Neocatapyrenium,lichenized,,
Normandina,lichenized,,
Norrlinia,lichen_parasite,,
Parabagliettoa,lichenized,,
Phaeospora,lichen_parasite,,
Phylloblastia,lichenized,,
Placidiopsis,lichenized,,
Placidium,lichenized,,
Placocarpus,lichenized,,
Placopyrenium,lichenized,,
Placothelium,lichenized,,
Plurisperma,unspecified_saprotroph,,
Polyblastia,lichenized,,
Psoroglaena,lichenized,,
Rhabdopsora,lichenized,,
Scleropyrenium,lichenized,,
Servitia,lichen_parasite,,
Spheconisca,lichenized,,
Sporodictyon,lichenized,,
Staurothele,lichenized,,
Telogalla,lichen_parasite,,
Thelidiopsis,lichenized,,
Thelidium,lichenized,,
Trimmatothele,lichenized,,
Wahlenbergiella,lichenized,,
Verrucaria,lichenized,,
Verrucula,lichen_parasite,,
Verruculopsis,lichen_parasite,,
Willeya,lichenized,,
Botryolepraria,lichenized,,
Gemmaspora,lichen_parasite,,
Kalbiana,lichenized,,
Merismatium,lichen_parasite,,
Herpomyces,animal_parasite,,
Autoicomyces,animal_parasite,,
Ceratomyces,animal_parasite,,
Drepanomyces,animal_parasite,,
Eusynaptomyces,animal_parasite,,
Helodiomyces,animal_parasite,,
Phurmomyces,animal_parasite,,
Plectomyces,animal_parasite,,
Rhynchophoromyces,animal_parasite,,
Synaptomyces,animal_parasite,,
Tettigomyces,animal_parasite,,
Thaumasiomyces,animal_parasite,,
Thripomyces,animal_parasite,,
Cochliomyces,animal_parasite,,
Colonomyces,animal_parasite,,
Euceratomyces,animal_parasite,,
Euzodiomyces,animal_parasite,,
Pseudoecteinomyces,animal_parasite,,
Acallomyces,animal_parasite,,
Acompsomyces,animal_parasite,,
Acrogynomyces,animal_parasite,,
Amorphomyces,animal_parasite,,
Amphimyces,animal_parasite,,
Apatelomyces,animal_parasite,,
Apatomyces,animal_parasite,,
Aphanandromyces,animal_parasite,,
Aporomyces,animal_parasite,,
Arthrorhynchus,animal_parasite,,
Asaphomyces,animal_parasite,,
Autophagomyces,animal_parasite,,
Benjaminiomyces,animal_parasite,,
Blasticomyces,animal_parasite,,
Botryandromyces,animal_parasite,,
Camptomyces,animal_parasite,,
Cantharomyces,animal_parasite,,
Capillistichus,animal_parasite,,
Carpophoromyces,animal_parasite,,
Cesariella,animal_parasite,,
Chaetarthriomyces,animal_parasite,,
Chaetomyces,animal_parasite,,
Chitonomyces,animal_parasite,,
Clematomyces,animal_parasite,,
Clonophoromyces,animal_parasite,,
Columnomyces,animal_parasite,,
Compsomyces,animal_parasite,,
Coreomyces,animal_parasite,,
Corethromyces,animal_parasite,,
Corylophomyces,animal_parasite,,
Cryptandromyces,animal_parasite,,
Cucujomyces,animal_parasite,,
Cupulomyces,animal_parasite,,
Dermapteromyces,animal_parasite,,
Diandromyces,animal_parasite,,
Diaphoromyces,animal_parasite,,
Diclonomyces,animal_parasite,,
Dimeromyces,animal_parasite,,
Dimorphomyces,animal_parasite,,
Dioicomyces,animal_parasite,,
Diphymyces,animal_parasite,,
Diplomyces,animal_parasite,,
Diplopodomyces,animal_parasite,,
Dipodomyces,animal_parasite,,
Distolomyces,animal_parasite,,
Dixomyces,animal_parasite,,
Ecteinomyces,animal_parasite,,
Enarthromyces,animal_parasite,,
Eucantharomyces,animal_parasite,,
Euhaplomyces,animal_parasite,,
Eumonoicomyces,animal_parasite,,
Euphoriomyces,animal_parasite,,
Filariomyces,animal_parasite,,
Gloeandromyces,animal_parasite,,
Haplomyces,animal_parasite,,
Hesperomyces,animal_parasite,,
Histeridomyces,animal_parasite,,
Homaromyces,animal_parasite,,
Hydraeomyces,animal_parasite,,
Hydrophilomyces,animal_parasite,,
Idiomyces,animal_parasite,,
Ilyomyces,animal_parasite,,
Ilytheomyces,animal_parasite,,
Kainomyces,animal_parasite,,
Kleidiomyces,animal_parasite,,
Kruphaiomyces,animal_parasite,,
Kyphomyces,animal_parasite,,
Laboulbenia,animal_parasite,,
Limnaiomyces,animal_parasite,,
Majewskia,animal_parasite,,
Meionomyces,animal_parasite,,
Microsomyces,animal_parasite,,
Mimeomyces,animal_parasite,,
Misgomyces,animal_parasite,,
Monandromyces,animal_parasite,,
Monoicomyces,animal_parasite,,
Nanomyces,animal_parasite,,
Neohaplomyces,animal_parasite,,
Nycteromyces,animal_parasite,,
Opilionomyces,animal_parasite,,
Ormomyces,animal_parasite,,
Osoriomyces,animal_parasite,,
Parvomyces,animal_parasite,,
Peyritschiella,animal_parasite,,
Phalacrichomyces,animal_parasite,,
Phaulomyces,animal_parasite,,
Picardella,animal_parasite,,
Polyandromyces,animal_parasite,,
Polyascomyces,animal_parasite,,
Porophoromyces,animal_parasite,,
Prolixandromyces,animal_parasite,,
Pselaphidomyces,animal_parasite,,
Rhachomyces,animal_parasite,,
Rhipidiomyces,animal_parasite,,
Rhizomyces,animal_parasite,,
Rhizopodomyces,animal_parasite,,
Rickia,animal_parasite,,
Rodaucea,animal_parasite,,
Rossiomyces,animal_parasite,,
Sandersoniomyces,animal_parasite,,
Scaphidiomyces,animal_parasite,,
Scelophoromyces,animal_parasite,,
Scepastocarpus,animal_parasite,,
Siemaszkoa,animal_parasite,,
Smeringomyces,animal_parasite,,
Sphaleromyces,animal_parasite,,
Stemmatomyces,animal_parasite,,
Stichomyces,animal_parasite,,
Stigmatomyces,animal_parasite,,
Sugiyamaemyces,animal_parasite,,
Symplectromyces,animal_parasite,,
Sympodomyces,animal_parasite,,
Synandromyces,animal_parasite,,
Zeugandromyces,animal_parasite,,
Zodiomyces,animal_parasite,,
Tavaresiella,animal_parasite,,
Teratomyces,animal_parasite,,
Tetrandromyces,animal_parasite,,
Trenomyces,animal_parasite,,
Triainomyces,animal_parasite,,
Triceromyces,animal_parasite,,
Trochoideomyces,animal_parasite,,
Troglomyces,animal_parasite,,
Cainomyces,animal_parasite,,
Chantransiopsis,,,
Coreomycetopsis,animal_parasite,,
Gliocephalis,mycoparasite,,
Tetrameronycha,,,
Laboulbeniopsis,animal_parasite,,
Mycorhynchidium,unspecified_saprotroph,,
Pleurocatena,unspecified_saprotroph,,
Pyxidiophora,litter_saprotroph,,
Acarospora,lichenized,,
Caeruleum,lichenized,,
Cytosporella,wood_saprotroph,,
Glypholecia,lichenized,,
Lithoglypha,lichenized,,
Myriospora,lichenized,,
Pleopsidium,lichenized,,
Polysporina,lichenized,,
Sarcogyne,lichenized,,
Thelocarpella,lichenized,,
Timdalia,lichenized,,
Trimmatothelopsis,lichenized,,
Eiglera,lichenized,,
Arctomia,lichenized,,
Gregorella,lichenized,,
Steinera,lichenized,,
Wawea,lichenized,,
Arthrorhaphis,lichenized,,
Ainoa,lichenized,,
Anamylopsora,lichenized,,
Baeomyces,lichenized,,
Parainoa,lichenized,,
Phyllobaeis,lichenized,,
Cameronia,lichenized,,
Hymenelia,lichenized,,
Ionaspis,lichenized,,
Tremolecia,lichenized,,
Mycowinteria,wood_saprotroph,,
Protothelenella,lichenized,,
Thrombium,lichenized,,
Amylora,lichenized,,
Aspiciliopsis,lichenized,,
Coppinsia,lichenized,,
Ducatina,lichenized,,
Lignoscripta,lichenized,,
Orceolina,lichenized,,
Placopsis,lichenized,,
Placynthiella,lichenized,,
Rimularia,lichenized,,
Zythia,plant_pathogen,,
Trapelia,lichenized,,
Trapeliopsis,lichenized,,
Lambiella,lichenized,,
Lithographa,lichenized,,
Ptychographa,lichenized,,
Xylographa,lichenized,,
Acolium,lichenized,,
Acroscyphus,lichenized,,
Allocalicium,lichenized,,
Amandinea,lichenized,,
Australiaena,lichenized,,
Baculifera,lichenized,,
Buellia,lichenized,,
Caliciella,,,
Calicium,lichenized,,
Chrismofulvea,lichenized,,
Ciposia,lichenized,,
Cratiria,lichenized,,
Culbersonia,lichenized,,
Cyphelium,lichenized,,
Dermatiscum,lichenized,,
Dermiscellum,lichenized,,
Dimelaena,lichenized,,
Diploicia,lichenized,,
Diplotomma,lichenized,,
Dirinaria,lichenized,,
Endohyalina,lichenized,,
Fluctua,lichenized,,
Gassicurtia,lichenized,,
Hafellia,lichenized,,
Hypoflavia,lichenized,,
Monerolechia,lichenized,,
Orcularia,lichenized,,
Pseudothelomma,lichenized,,
Pyxine,lichenized,,
Redonia,lichenized,,
Santessonia,lichenized,,
Sculptolumina,lichenized,,
Sphinctrinopsis,lichenized,,
Stigmatochroma,lichenized,,
Tetramelas,lichenized,,
Texosporium,lichenized,,
Thelomma,lichenized,,
Tholurna,lichenized,,
Anaptychia,lichenized,,
Coscinocladium,lichenized,,
Heterodermia,lichenized,,
Hyperphyscia,lichenized,,
Kashiwadia,lichenized,,
Leucodermia,lichenized,,
Mischoblastia,lichenized,,
Mobergia,lichenized,,
Oxnerella,lichenized,,
Phaeophyscia,lichenized,,
Phaeorrhiza,lichenized,,
Physcia,lichenized,,
Physciella,lichenized,,
Physconia,lichenized,,
Polyblastidium,lichenized,,
Rinodina,lichenized,,
Rinodinella,lichenized,,
Tornabea,lichenized,,
Acanthothecis,lichenized,,
Acanthotrema,lichenized,,
Aggregatorygma,lichenized,,
