genus,primary_lifestyle,ectomycorrhiza_exploration_type,ectomycorrhiza_lineage
Calbovista,soil_saprotroph,,
Gastropila,soil_saprotroph,,
Morganella,wood_saprotroph,,
Asterophora,mycoparasite,,
Blastosporella,litter_saprotroph,,
Calocybe,soil_saprotroph,,
Calocybella,soil_saprotroph,,
Clitolyophyllum,wood_saprotroph,,
Fibulochlamys,wood_saprotroph,,
Gerhardtia,soil_saprotroph,,
Hypsizygus,wood_saprotroph,,
Lyophyllopsis,soil_saprotroph,,
Lyophyllum,ectomycorrhizal,medium-distance_fringe,/paralyophyllum
Myochromella,soil_saprotroph,,
Ossicaulis,wood_saprotroph,,
Podabrella,unspecified_symbiotroph,,
Rugosomyces,litter_saprotroph,,
Sagaranella,soil_saprotroph,,
Sphagnurus,plant_pathogen,,
Tephrocybe,soil_saprotroph,,
Tephrocybella,soil_saprotroph,,
Termitomyces,litter_saprotroph,,
Termitosphaera,litter_saprotroph,,
Tricholomella,soil_saprotroph,,
Macrocystidia,soil_saprotroph,,
Amyloflagellula,wood_saprotroph,,
Brunneocorticium,plant_pathogen,,
Campanella,litter_saprotroph,,
Chaetocalathus,wood_saprotroph,,
Crinipellis,litter_saprotroph,,
Hymenogloea,litter_saprotroph,,
Marasmius,litter_saprotroph,,
Moniliophthora,plant_pathogen,,
Neocampanella,wood_saprotroph,,
Tetrapyrgos,litter_saprotroph,,
Xerotus,wood_saprotroph,,
Atheniella,wood_saprotroph,,
Cruentomycena,litter_saprotroph,,
Decapitatus,litter_saprotroph,,
Favolaschia,wood_saprotroph,,
Flabellimycena,lichenized,,
Heimiomyces,wood_saprotroph,,
Hemimycena,litter_saprotroph,,
Mycena,litter_saprotroph,,
Mycopan,litter_saprotroph,,
Panellus,wood_saprotroph,,
Resinomycena,litter_saprotroph,,
Roridomyces,litter_saprotroph,,
Sarcomyxa,wood_saprotroph,,
Tectella,wood_saprotroph,,
Xeromphalina,wood_saprotroph,,
Mythicomyces,litter_saprotroph,,
Stagnicola,litter_saprotroph,,
Digitatispora,wood_saprotroph,,
Flagelloscypha,litter_saprotroph,,
Halocyphina,wood_saprotroph,,
Lachnella,wood_saprotroph,,
Maireina,wood_saprotroph,,
Merismodes,wood_saprotroph,,
Nia,wood_saprotroph,,
Peyronelina,litter_saprotroph,,
Woldmaria,litter_saprotroph,,
Crucibulum,litter_saprotroph,,
Cyathus,litter_saprotroph,,
Mycocalia,litter_saprotroph,,
Nidula,litter_saprotroph,,
Nidularia,litter_saprotroph,,
Anthracophyllum,wood_saprotroph,,
Caripia,wood_saprotroph,,
Connopus,litter_saprotroph,,
Gymnopanella,wood_saprotroph,,
Gymnopus,litter_saprotroph,,
Hymenoporus,litter_saprotroph,,
Lentinula,wood_saprotroph,,
Marasmiellus,litter_saprotroph,,
Mycetinis,litter_saprotroph,,
Neonothopanus,wood_saprotroph,,
Omphalotus,wood_saprotroph,,
Rhodocollybia,litter_saprotroph,,
Acurtis,soil_saprotroph,,
Anastrophella,litter_saprotroph,,
Armillaria,litter_saprotroph,,
Cibaomyces,wood_saprotroph,,
Cribbea,soil_saprotroph,,
Cryptomarasmius,litter_saprotroph,,
Cylindrobasidium,wood_saprotroph,,
Cyptotrama,wood_saprotroph,,
Dactylosporina,litter_saprotroph,,
Desarmillaria,plant_pathogen,,
Epicnaphus,wood_saprotroph,,
Flammulina,wood_saprotroph,,
Gloeocystidium,wood_saprotroph,,
Gloiocephala,litter_saprotroph,,
Guyanagaster,wood_saprotroph,,
Hymenopellis,wood_saprotroph,,
Laccariopsis,soil_saprotroph,,
Manuripia,litter_saprotroph,,
Mucidula,wood_saprotroph,,
Mycaureola,algal_parasite,,
Mycotribulus,litter_saprotroph,,
Naiadolina,litter_saprotroph,,
Oudemansiella,wood_saprotroph,,
Paraxerula,litter_saprotroph,,
Physalacria,wood_saprotroph,,
Ponticulomyces,wood_saprotroph,,
Protoxerula,litter_saprotroph,,
Rhizomarasmius,litter_saprotroph,,
Rhodotus,wood_saprotroph,,
Strobilurus,litter_saprotroph,,
Xerula,plant_pathogen,,
Agaricochaete,soil_saprotroph,,
Antromycopsis,wood_saprotroph,,
Hohenbuehelia,wood_saprotroph,,
Lignomyces,wood_saprotroph,,
Nematoctonus,wood_saprotroph,,
Pleurotus,wood_saprotroph,,
Resupinatus,wood_saprotroph,,
Chamaeota,wood_saprotroph,,
Pluteus,litter_saprotroph,,
Volvariella,litter_saprotroph,,
Volvopluteus,litter_saprotroph,,
Clitocybula,wood_saprotroph,,
Gerronema,wood_saprotroph,,
Hydropus,litter_saprotroph,unknown,/hydropus
Megacollybia,litter_saprotroph,,
Phloeomana,wood_saprotroph,,
Porotheleum,wood_saprotroph,,
Trogia,wood_saprotroph,,
Coprinellus,soil_saprotroph,,
Coprinopsis,soil_saprotroph,,
Cystoagaricus,wood_saprotroph,,
Gasteroagaricoides,litter_saprotroph,,
Homophron,wood_saprotroph,,
Hormographiella,unspecified_saprotroph,,
Kauffmania,wood_saprotroph,,
Lacrymaria,litter_saprotroph,,
Macrometrula,soil_saprotroph,,
Parasola,soil_saprotroph,,
Psathyrella,wood_saprotroph,,
Rhacophyllus,wood_saprotroph,,
Typhrasa,wood_saprotroph,,
Clitopaxillus,litter_saprotroph,,
Harmajaea,litter_saprotroph,,
Musumecia,litter_saprotroph,,
Pogonoloma,litter_saprotroph,,
Pseudoclitocybe,litter_saprotroph,,
Actiniceps,litter_saprotroph,,
Adustomyces,wood_saprotroph,,
Allantula,wood_saprotroph,,
Chaetotyphula,litter_saprotroph,,
Coronicium,litter_saprotroph,,
Deflexula,wood_saprotroph,,
Merulicium,wood_saprotroph,,
Myrmecopterula,wood_saprotroph,,
Pterula,litter_saprotroph,,
Pterulicium,wood_saprotroph,,
Auriculariopsis,wood_saprotroph,,
Porodisculus,plant_pathogen,,
Schizophyllum,wood_saprotroph,,
Cystoderma,litter_saprotroph,,
Athelidium,wood_saprotroph,,
Cristinia,wood_saprotroph,,
Cyanobasidium,wood_saprotroph,,
Dacryobasidium,litter_saprotroph,,
Lindtneria,wood_saprotroph,,
Mayamontana,soil_saprotroph,,
Mycolindtneria,wood_saprotroph,,
Myriococcum,unspecified_saprotroph,,
Stephanospora,soil_saprotroph,,
Agrocybe,soil_saprotroph,,
Bogbodia,litter_saprotroph,,
Brauniella,soil_saprotroph,,
Deconica,litter_saprotroph,,
Hemipholiota,wood_saprotroph,,
Hypholoma,wood_saprotroph,,
Kuehneromyces,wood_saprotroph,,
Leratiomyces,litter_saprotroph,,
Melanotus,wood_saprotroph,,
Nematoloma,wood_saprotroph,,
Nivatogastrium,wood_saprotroph,,
Phaeonematoloma,soil_saprotroph,,
Pholiota,wood_saprotroph,,
Protostropharia,dung_saprotroph,,
Pseudogymnopilus,wood_saprotroph,,
Stropharia,litter_saprotroph,,
Synnematomyces,wood_saprotroph,,
Weraroa,litter_saprotroph,,
Albomagister,unspecified,unknown,uncertain
Corneriella,soil_saprotroph,,
Dennisiomyces,unspecified_saprotroph,,
Leucopaxillus,litter_saprotroph,,
Porpoloma,ectomycorrhizal,medium-distance_fringe,/porpoloma
Pseudoporpoloma,soil_saprotroph,,
Pseudotricholoma,unspecified_saprotroph,,
Tricholoma,ectomycorrhizal,medium-distance_fringe,/tricholoma
Cyclocybe,wood_saprotroph,,
Flammulaster,litter_saprotroph,,
Hemistropharia,wood_saprotroph,,
Pachylepyrium,wood_saprotroph,,
Phaeomarasmius,wood_saprotroph,,
Tubaria,litter_saprotroph,,
Lutypha,wood_saprotroph,,
Macrotyphula,litter_saprotroph,,
Pistillaria,litter_saprotroph,,
Pistillina,litter_saprotroph,,
Tygervalleyomyces,plant_pathogen,,
Typhula,plant_pathogen,,
Akenomyces,litter_saprotroph,,
Aldridgea,wood_saprotroph,,
Arthrodochium,litter_saprotroph,,
Arualis,litter_saprotroph,,
Blasiphalia,moss_symbiont,,
Cenangiomyces,litter_saprotroph,,
Ceraceopsis,wood_saprotroph,,
Cilicia,soil_saprotroph,,
Corticomyces,wood_saprotroph,,
Cruciger,wood_saprotroph,,
Dendrosporomyces,unspecified_saprotroph,,
Ellula,wood_saprotroph,,
Fibulocoela,litter_saprotroph,,
Fibulotaeniella,unspecified_saprotroph,,
Geotrichopsis,mycoparasite,,
Gloeomucro,,,
Gloeosynnema,wood_saprotroph,,
Glomerulomyces,wood_saprotroph,,
Glutinoagger,litter_saprotroph,,
Hallenbergia,wood_saprotroph,,
Hemmesomyces,wood_saprotroph,,
Hyphobasidiofera,wood_saprotroph,,
Ingoldiella,litter_saprotroph,,
Intextomyces,wood_saprotroph,,
Korupella,wood_saprotroph,,
Minostroscyta,wood_saprotroph,,
Mylittopsis,wood_saprotroph,,
Osteomorpha,wood_saprotroph,,
Pagidospora,protistan_parasite,,
Parastereopsis,ectomycorrhizal,unknown,/cantharellus
Phlyctibasidium,wood_saprotroph,,
Purpureocorticium,wood_saprotroph,,
Pycnovellomyces,litter_saprotroph,,
Repetobasidiellum,litter_saprotroph,,
Repetobasidium,wood_saprotroph,,
Taiwanoporia,wood_saprotroph,,
Titaeella,mycoparasite,,
Trechinothus,wood_saprotroph,,
Tricladiomyces,unspecified_saprotroph,,
Trimitiella,wood_saprotroph,,
Tubulicrinopsis,wood_saprotroph,,
Amyloathelia,wood_saprotroph,,
Amylocorticiellum,wood_saprotroph,,
Amylocorticium,wood_saprotroph,,
Amylodontia,wood_saprotroph,,
Amyloxenasma,wood_saprotroph,,
Anomoloma,wood_saprotroph,,
Anomoporia,wood_saprotroph,,
Ceraceomyces,wood_saprotroph,,
Hypochniciellum,wood_saprotroph,,
Irpicodon,wood_saprotroph,,
Plicaturopsis,wood_saprotroph,,
Podoserpula,wood_saprotroph,,
Serpulomyces,wood_saprotroph,,
Amphinema,ectomycorrhizal,medium-distance_fringe,/amphinema-tylospora
Athelia,lichen_parasite,,
Athelicium,wood_saprotroph,,
Athelocystis,wood_saprotroph,,
Athelopsis,wood_saprotroph,,
Butlerelfia,plant_pathogen,,
Byssocorticium,ectomycorrhizal,medium-distance_fringe,/byssocorticium
Caerulicium,unspecified,,
Elaphocephala,wood_saprotroph,,
Fibulomyces,wood_saprotroph,,
Fibulorhizoctonia,wood_saprotroph,,
Hypochnella,wood_saprotroph,,
Leptosporomyces,wood_saprotroph,,
Lobulicium,wood_saprotroph,,
Lyoathelia,wood_saprotroph,,
Melzericium,wood_saprotroph,,
Mycostigma,wood_saprotroph,,
Piloderma,ectomycorrhizal,medium-distance_fringe,/piloderma
Pteridomyces,wood_saprotroph,,
Sclerotium,plant_pathogen,,
Taeniospora,unspecified_saprotroph,,
Tretomyces,ectomycorrhizal,medium-distance_fringe,/piloderma
Tylospora,ectomycorrhizal,short-distance_delicate,/amphinema-tylospora
Heteroacanthella,wood_saprotroph,,
Aporpium,wood_saprotroph,,
Amphistereum,wood_saprotroph,,
Auricularia,wood_saprotroph,,
Eichleriella,wood_saprotroph,,
Elmerina,wood_saprotroph,,
Exidia,wood_saprotroph,,
Exidiopsis,wood_saprotroph,,
Fibulosebacea,wood_saprotroph,,
Heterochaete,wood_saprotroph,,
Heteroradulum,wood_saprotroph,,
Protodaedalea,wood_saprotroph,,
Pseudostypella,wood_saprotroph,,
Sclerotrema,wood_saprotroph,,
Tremellochaete,wood_saprotroph,,
Basidiodendron,wood_saprotroph,,
Ceratosebacina,wood_saprotroph,,
Dendrogloeon,wood_saprotroph,,
Ductifera,wood_saprotroph,,
Endoperplexa,wood_saprotroph,,
Guepinia,wood_saprotroph,,
Hauerslevia,wood_saprotroph,,
Heterochaetella,wood_saprotroph,,
Heterorepetobasidium,wood_saprotroph,,
Heteroscypha,wood_saprotroph,,
Metabourdotia,wood_saprotroph,,
Microsebacina,wood_saprotroph,,
Porpopycnis,wood_saprotroph,,
Protograndinia,unspecified_saprotroph,,
Protohydnum,wood_saprotroph,,
Protoradulum,unspecified_saprotroph,,
Renatobasidium,wood_saprotroph,,
Tremellacantha,wood_saprotroph,,
Tremellodon,wood_saprotroph,,
Ovipoculum,litter_saprotroph,,
Bourdotia,wood_saprotroph,,
Helicomyxa,wood_saprotroph,,
Hyaloria,wood_saprotroph,,
Myxarium,wood_saprotroph,,
Protodontia,wood_saprotroph,,
Protomerulius,wood_saprotroph,,
Pseudohydnum,wood_saprotroph,,
Stypella,wood_saprotroph,,
Tremiscus,wood_saprotroph,,
Oliveonia,wood_saprotroph,,
Opadorhiza,root_endophyte,,
Afroboletus,ectomycorrhizal,long-distance,/boletus
Afrocastellanoa,ectomycorrhizal,long-distance,/boletus
Alessioporus,ectomycorrhizal,long-distance,/boletus
Aureoboletus,ectomycorrhizal,long-distance,/boletus
Australopilus,ectomycorrhizal,long-distance,/boletus
Austroboletus,ectomycorrhizal,long-distance,/boletus
Baorangia,ectomycorrhizal,long-distance,/boletus
Binderoboletus,ectomycorrhizal,long-distance,/boletus
Boletellus,ectomycorrhizal,long-distance,/boletus
Boletochaete,ectomycorrhizal,long-distance,/boletus
Boletus,ectomycorrhizal,long-distance,/boletus
Borofutus,ectomycorrhizal,long-distance,/boletus
Bothia,ectomycorrhizal,long-distance,/boletus
Butyriboletus,ectomycorrhizal,long-distance,/boletus
Caloboletus,ectomycorrhizal,long-distance,/boletus
Carolinigaster,ectomycorrhizal,long-distance,/boletus
Castellanea,ectomycorrhizal,long-distance,/boletus
Chamonixia,ectomycorrhizal,long-distance,/boletus
Chiua,ectomycorrhizal,long-distance,/boletus
Corneroboletus,ectomycorrhizal,long-distance,/boletus
Costatisporus,ectomycorrhizal,long-distance,/boletus
Crocinoboletus,ectomycorrhizal,long-distance,/boletus
Cupreoboletus,ectomycorrhizal,long-distance,/boletus
Cyanoboletus,ectomycorrhizal,long-distance,/boletus
Durianella,ectomycorrhizal,long-distance,/boletus
Erythrophylloporus,ectomycorrhizal,long-distance,/boletus
Exsudoporus,ectomycorrhizal,long-distance,/boletus
Fistulinella,ectomycorrhizal,long-distance,/boletus
Gastroboletus,ectomycorrhizal,long-distance,/boletus
Gastroleccinum,ectomycorrhizal,long-distance,/boletus
Gastrosuillus,ectomycorrhizal,long-distance,/suillus-rhizopogon
Guyanaporus,ectomycorrhizal,long-distance,/boletus
Gymnogaster,ectomycorrhizal,long-distance,/boletus
Harrya,ectomycorrhizal,long-distance,/boletus
Heimiella,ectomycorrhizal,long-distance,/boletus
Heimioporus,ectomycorrhizal,long-distance,/boletus
Heliogaster,ectomycorrhizal,long-distance,/boletus
Hemileccinum,ectomycorrhizal,long-distance,/boletus
Hortiboletus,ectomycorrhizal,long-distance,/boletus
Hourangia,ectomycorrhizal,long-distance,/boletus
Hymenoboletus,ectomycorrhizal,long-distance,/boletus
Imleria,ectomycorrhizal,long-distance,/boletus
Imperator,ectomycorrhizal,long-distance,/boletus
Jimtrappea,ectomycorrhizal,long-distance,/boletus
Kombocles,ectomycorrhizal,long-distance,/boletus
Lanmaoa,ectomycorrhizal,long-distance,/boletus
Leccinellum,ectomycorrhizal,long-distance,/boletus
Leccinum,ectomycorrhizal,long-distance,/boletus
Mackintoshia,ectomycorrhizal,long-distance,/boletus
Mucilopilus,ectomycorrhizal,long-distance,/boletus
Mycoamaranthus,ectomycorrhizal,long-distance,/boletus
Neoboletus,ectomycorrhizal,long-distance,/boletus
Nigroboletus,ectomycorrhizal,long-distance,/boletus
Octaviania,ectomycorrhizal,long-distance,/boletus
Parvixerocomus,ectomycorrhizal,long-distance,/boletus
Paxillogaster,ectomycorrhizal,long-distance,/boletus
Phylloboletellus,ectomycorrhizal,long-distance,/boletus
Phyllobolites,ectomycorrhizal,mat,/ramaria-gautieria
Phylloporus,ectomycorrhizal,long-distance,/boletus
Porphyrellus,ectomycorrhizal,long-distance,/boletus
Pseudoaustroboletus,ectomycorrhizal,long-distance,/boletus
Pseudoboletus,ectomycorrhizal,long-distance,/boletus
Pulchroboletus,ectomycorrhizal,long-distance,/boletus
Pulveroboletus,ectomycorrhizal,long-distance,/boletus
Retiboletus,ectomycorrhizal,long-distance,/boletus
Rheubarbariboletus,ectomycorrhizal,long-distance,/boletus
Rhodactina,ectomycorrhizal,long-distance,/boletus
Rossbeevera,ectomycorrhizal,long-distance,/boletus
Royoungia,ectomycorrhizal,long-distance,/boletus
Rubinoboletus,ectomycorrhizal,long-distance,/boletus
Rubroboletus,ectomycorrhizal,long-distance,/boletus
Rugiboletus,ectomycorrhizal,long-distance,/boletus
Setogyroporus,ectomycorrhizal,long-distance,/boletus
Singerocomus,ectomycorrhizal,long-distance,/boletus
Singeromyces,ectomycorrhizal,long-distance,/boletus
Sinoboletus,ectomycorrhizal,long-distance,/boletus
Solioccasus,ectomycorrhizal,long-distance,/boletus
Spongiforma,ectomycorrhizal,long-distance,/boletus
Strobilomyces,ectomycorrhizal,long-distance,/boletus
Suillellus,ectomycorrhizal,long-distance,/boletus
Sutorius,ectomycorrhizal,long-distance,/boletus
Zangia,ectomycorrhizal,long-distance,/boletus
Tengioboletus,ectomycorrhizal,long-distance,/boletus
Trappeindia,ectomycorrhizal,long-distance,/boletus
Tubosaeta,ectomycorrhizal,long-distance,/boletus
Turmalinea,ectomycorrhizal,long-distance,/boletus
Tylocinum,ectomycorrhizal,long-distance,/boletus
Tylopilus,ectomycorrhizal,long-distance,/boletus
Veloporphyrellus,ectomycorrhizal,long-distance,/boletus
Xanthoconium,ectomycorrhizal,long-distance,/boletus
Xerocomellus,ectomycorrhizal,long-distance,/boletus
Xerocomus,ectomycorrhizal,long-distance,/boletus
Buchwaldoboletus,mycoparasite,,
Chalciporus,mycoparasite,,
Corneromyces,wood_saprotroph,,
Hydnomerulius,wood_saprotroph,,
Leucogyrophana,wood_saprotroph,,
Marthanella,ectomycorrhizal,unknown,uncertain
Phaeoradulum,wood_saprotroph,,
Calostoma,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Chrysoconia,wood_saprotroph,,
Coniophora,wood_saprotroph,,
Coniophoropsis,wood_saprotroph,,
Gyrodontium,wood_saprotroph,,
Meruliporia,wood_saprotroph,,
Sedecula,unspecified_saprotroph,,
Astraeus,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Diplocystis,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Endogonopsis,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Tremellogaster,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Gasterella,soil_saprotroph,,
Brauniellula,ectomycorrhizal,long-distance,/suillus-rhizopogon
Chroogomphus,ectomycorrhizal,long-distance,/suillus-rhizopogon
Cystogomphus,ectomycorrhizal,long-distance,/suillus-rhizopogon
Gomphidius,ectomycorrhizal,long-distance,/suillus-rhizopogon
Gomphogaster,ectomycorrhizal,long-distance,/suillus-rhizopogon
Gyrodon,ectomycorrhizal,long-distance,/paxillus-gyrodon
Paragyrodon,ectomycorrhizal,long-distance,/paxillus-gyrodon
Gyroporus,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Hygrophoropsis,litter_saprotroph,,
Alpova,ectomycorrhizal,long-distance,/paxillus-gyrodon
Melanogaster,ectomycorrhizal,long-distance,/paxillus-gyrodon
Hoehnelogaster,ectomycorrhizal,long-distance,/paxillus-gyrodon
Meiorganum,wood_saprotroph,,
Neoalpova,ectomycorrhizal,long-distance,/paxillus-gyrodon
Paxillus,ectomycorrhizal,long-distance,/paxillus-gyrodon
Sarcopaxillus,wood_saprotroph,,
Pisolithus,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Protogaster,,,
Rhizopogon,ectomycorrhizal,long-distance,/suillus-rhizopogon
Chlorogaster,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Corditubera,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Favillea,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Horakiella,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Scleroderma,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Veligaster,ectomycorrhizal,long-distance,/pisolithus-scleroderma
Austropaxillus,ectomycorrhizal,long-distance,/austropaxillus
Gymnopaxillus,ectomycorrhizal,long-distance,/austropaxillus
Serpula,wood_saprotroph,,
Boletinus,ectomycorrhizal,long-distance,/suillus-rhizopogon
Fuscoboletinus,ectomycorrhizal,long-distance,/suillus-rhizopogon
Psiloboletinus,ectomycorrhizal,long-distance,/suillus-rhizopogon
Rhopalogaster,ectomycorrhizal,long-distance,/suillus-rhizopogon
Suillus,ectomycorrhizal,long-distance,/suillus-rhizopogon
Bondarcevomyces,wood_saprotroph,,
Pseudomerulius,wood_saprotroph,,
Tapinella,wood_saprotroph,,
Truncocolumella,ectomycorrhizal,long-distance,/suillus-rhizopogon
Aphelaria,soil_saprotroph,,
Phaeoaphelaria,soil_saprotroph,,
Tumidapexus,soil_saprotroph,,
Acladium,wood_saprotroph,,
Allescheriella,wood_saprotroph,,
Alysidium,wood_saprotroph,,
Botryobasidium,wood_saprotroph,,
Botryohypochnus,wood_saprotroph,,
Haplotrichum,wood_saprotroph,,
Suillosporium,wood_saprotroph,,
Cantharellus,ectomycorrhizal,medium-distance_smooth,/cantharellus
Craterellus,ectomycorrhizal,short-distance_delicate,/cantharellus
Goossensia,ectomycorrhizal,unknown,/cantharellus
Pseudocraterellus,ectomycorrhizal,short-distance_delicate,/cantharellus
Pterygellus,ectomycorrhizal,unknown,/cantharellus
Adamflakia,lichen_parasite,,
Boidinella,wood_saprotroph,,
Bulbilla,lichen_parasite,,
Burgella,lichen_parasite,,
Burgellopsis,lichen_parasite,,
Burgoa,lichen_parasite,,
Corallofungus,,,
Malacodon,,,
Minimedusa,lichen_parasite,,
Multiclavula,lichenized,,
Neoburgoa,lichen_parasite,,
Odontiochaete,wood_saprotroph,,
Pneumatospora,plant_pathogen,,
Radulochaete,wood_saprotroph,,
Rogersiomyces,mycoparasite,,
Sistotrema,litter_saprotroph,medium-distance_fringe,/cantharellus
Sistotremella,wood_saprotroph,,
Stilbotulasnella,unspecified_saprotroph,,
Tricellulortus,litter_saprotroph,,
Cejpomyces,unspecified_symbiotroph,,
Ceratobasidium,plant_pathogen,,
Ceratoporia,wood_saprotroph,,
Ceratorhiza,soil_saprotroph,,
Chrysorhiza,plant_pathogen,,
Koleroga,plant_pathogen,,
Moniliopsis,plant_pathogen,,
Orcheomyces,,,
Rhizoctonia,plant_pathogen,,
Scotomyces,wood_saprotroph,,
Thanatephorus,plant_pathogen,,
Tofispora,wood_saprotroph,,
Uthatobasidium,unspecified_saprotroph,,
Clavulina,ectomycorrhizal,contact,/clavulina
Membranomyces,ectomycorrhizal,contact,/clavulina
Hydnum,ectomycorrhizal,medium-distance_smooth,/cantharellus
Epulorhiza,litter_saprotroph,,
Gloeotulasnella,unspecified,,
Pseudotulasnella,,,
Tulasnella,litter_saprotroph,,
Capillosclerotium,plant_pathogen,,
Corticirama,wood_saprotroph,,
Corticium,wood_saprotroph,,
Dendrophysellum,wood_saprotroph,,
Erythricium,wood_saprotroph,,
Galzinia,wood_saprotroph,,
Giulia,litter_saprotroph,,
Laetisaria,plant_pathogen,,
Lawreymyces,lichen_parasite,,
Limonomyces,plant_pathogen,,
Marchandiobasidium,lichen_parasite,,
Marchandiomphalina,lichenized,,
Marchandiomyces,lichen_parasite,,
Marchandiopsis,wood_saprotroph,,
Mutatoderma,wood_saprotroph,,
Necator,unspecified_saprotroph,,
Tretopileus,wood_saprotroph,,
Waitea,plant_pathogen,,
Ambivina,unspecified_saprotroph,,
Amylobasidium,wood_saprotroph,,
Leptocorticium,wood_saprotroph,,
Melzerodontia,wood_saprotroph,,
Papyrodiscus,unspecified_saprotroph,,
Ripexicium,wood_saprotroph,,
Dendrominia,wood_saprotroph,,
Dendrocorticium,wood_saprotroph,,
Punctularia,wood_saprotroph,,
Punctulariopsis,wood_saprotroph,,
Australovuilleminia,wood_saprotroph,,
Cytidia,wood_saprotroph,,
Vuilleminia,wood_saprotroph,,
Geasteroides,litter_saprotroph,,
Geastrum,litter_saprotroph,,
Myriostoma,litter_saprotroph,,
Nidulariopsis,litter_saprotroph,,
Phialastrum,unspecified_saprotroph,,
Radiigera,litter_saprotroph,,
Schenella,litter_saprotroph,,
Trichaster,unspecified_saprotroph,,
Sphaerobolus,wood_saprotroph,,
Boreostereum,wood_saprotroph,,
Campylomyces,wood_saprotroph,,
Chaetodermella,wood_saprotroph,,
Columnocystis,wood_saprotroph,,
Gloeophyllum,wood_saprotroph,,
Griseoporia,wood_saprotroph,,
Heliocybe,wood_saprotroph,,
Hispidaedalea,wood_saprotroph,,
Mycothele,wood_saprotroph,,
Neolentinus,wood_saprotroph,,
Osmoporus,wood_saprotroph,,
Pileodon,wood_saprotroph,,
Stiptophyllum,wood_saprotroph,,
Veluticeps,wood_saprotroph,,
Jaapia,wood_saprotroph,,
Clavariadelphus,litter_saprotroph,mat,/clavariadelphus
Araeocoryne,litter_saprotroph,,
Ceratellopsis,litter_saprotroph,,
Delentaria,wood_saprotroph,,
Destuntzia,ectomycorrhizal,mat,/ramaria-gautieria
Gautieria,ectomycorrhizal,mat,/ramaria-gautieria
Gloeocantharellus,ectomycorrhizal,mat,/ramaria-gautieria
Gomphus,ectomycorrhizal,mat,/ramaria-gautieria
Protogautieria,ectomycorrhizal,mat,/ramaria-gautieria
Pseudogomphus,ectomycorrhizal,mat,/ramaria-gautieria
Ramaria,ectomycorrhizal,mat,/ramaria-gautieria
Ramaricium,wood_saprotroph,,
Terenodon,,,
Turbinellus,ectomycorrhizal,mat,/ramaria-gautieria
Schildia,unspecified_saprotroph,,
Beenakia,wood_saprotroph,,
Hydnocristella,wood_saprotroph,,
Kavinia,wood_saprotroph,,
Lentaria,wood_saprotroph,,
Arambarria,plant_pathogen,,
Asterodon,wood_saprotroph,,
Aurificaria,wood_saprotroph,,
Clavariachaete,wood_saprotroph,,
Coltricia,ectomycorrhizal,short-distance_coarse,/coltricia
Coltriciella,ectomycorrhizal,short-distance_coarse,/coltricia
Coniferiporia,wood_saprotroph,,
Cyclomyces,wood_saprotroph,,
Cylindrosporus,wood_saprotroph,,
Deviodontia,wood_saprotroph,,
Dichochaete,wood_saprotroph,,
Fomitiporella,wood_saprotroph,,
Fomitiporia,plant_pathogen,,
Fulvifomes,wood_saprotroph,,
Fuscoporia,wood_saprotroph,,
Hydnochaete,wood_saprotroph,,
Hymenochaete,wood_saprotroph,,
Hymenochaetopsis,wood_saprotroph,,
Inocutis,wood_saprotroph,,
Inonotopsis,wood_saprotroph,,
Inonotus,wood_saprotroph,,
Mensularia,wood_saprotroph,,
Mucronoporus,wood_saprotroph,,
Neomensularia,wood_saprotroph,,
Nothophellinus,wood_saprotroph,,
Onnia,wood_saprotroph,,
Phaeohydnochaete,wood_saprotroph,,
Phellinidium,wood_saprotroph,,
Phellinopsis,wood_saprotroph,,
Phellinotus,wood_saprotroph,,
Phellinus,plant_pathogen,,
Phellopilus,wood_saprotroph,,
Phylloporia,wood_saprotroph,,
Porodaedalea,wood_saprotroph,,
Pseudochaete,wood_saprotroph,,
Pseudoinonotus,wood_saprotroph,,
Pyrrhoderma,wood_saprotroph,,
Sanghuangporus,wood_saprotroph,,
Stipitochaete,wood_saprotroph,,
Tropicoporus,wood_saprotroph,,
Volvopolyporus,wood_saprotroph,short-distance_coarse,/coltricia
Xanthoporia,litter_saprotroph,,
Basidioradulum,wood_saprotroph,,
Botryodontia,wood_saprotroph,,
Caeruleomyces,wood_saprotroph,,
Contumyces,moss_symbiont,,
Cyanotrama,wood_saprotroph,,
Echinoporia,wood_saprotroph,,
Fibricium,wood_saprotroph,,
Ginnsia,wood_saprotroph,,
Gyroflexus,plant_pathogen,,
Hastodontia,wood_saprotroph,,
Kurtia,wood_saprotroph,,
Lawrynomyces,wood_saprotroph,,
Muscinupta,plant_pathogen,,
Oxyporus,wood_saprotroph,,
